Date,Product,Region,Sales_Rep,Quantity,Unit_Price,Total_Sales
2023-04-06,Product B,West,Eva Brown,41,14.791896349823315,606.467750342756
2023-11-26,Product D,East,Bob Smith,47,466.54839812937405,21927.77471208058
2023-02-07,Product D,Central,Alice Johnson,16,246.5988348416439,3945.5813574663025
2023-11-27,Product E,North,Carol Davis,29,465.70263511762556,13505.37641841114
2023-08-27,Product B,North,Bob Smith,40,11.791592558878145,471.6637023551258
2023-05-08,Product B,North,Eva Brown,19,430.83237587298754,8185.815141586763
2023-05-16,Product C,East,David Wilson,22,123.17986215875118,2709.956967492526
2023-05-22,Product C,North,Eva Brown,12,489.14830981587306,5869.779717790477
2023-05-19,Product D,East,Eva Brown,47,196.00368465968285,9212.173179005094
2023-05-16,Product D,East,David Wilson,40,58.44793790469916,2337.9175161879666
2023-04-04,Product D,East,Eva Brown,20,440.14518239811645,8802.903647962328
2023-05-19,Product E,Central,Alice Johnson,4,328.08544276712763,1312.3417710685105
2023-03-18,Product B,South,Eva Brown,39,219.2850987454737,8552.118851073474
2023-10-02,Product C,North,Eva Brown,13,165.45699543486512,2150.940940653247
2023-09-02,Product B,South,Eva Brown,9,434.90455399054974,3914.1409859149476
2023-03-25,Product A,North,Eva Brown,47,19.859643708006278,933.403254276295
2023-07-28,Product C,West,Carol Davis,12,444.89553478594274,5338.746417431313
2023-11-30,Product C,Central,Alice Johnson,43,259.3814726945502,11153.40332586566
2023-09-03,Product A,East,David Wilson,15,436.62901942501713,6549.435291375257
2023-04-02,Product A,Central,David Wilson,42,304.82643822402787,12802.71040540917
2023-08-18,Product A,West,Carol Davis,29,376.8493658729855,10928.63161031658
2023-02-21,Product A,East,Bob Smith,22,272.9376795392494,6004.628949863487
2023-11-24,Product A,North,Bob Smith,23,439.929599243622,10118.380782603306
2023-03-02,Product A,Central,David Wilson,15,180.8930112240833,2713.3951683612495
2023-05-11,Product D,South,Alice Johnson,18,456.6726747588957,8220.108145660122
2023-02-18,Product A,East,Alice Johnson,27,202.07904150568277,5456.134120653434
2023-05-13,Product C,North,Eva Brown,15,271.44167244125396,4071.6250866188093
2023-12-23,Product D,West,Eva Brown,3,17.59413849483325,52.78241548449975
2023-02-10,Product B,South,Carol Davis,21,27.848467217842874,584.8178115747004
2023-01-13,Product D,East,Carol Davis,17,279.8383669004494,4757.25223730764
2023-07-12,Product B,East,Alice Johnson,13,305.86350863343915,3976.225612234709
2023-04-19,Product C,West,David Wilson,33,11.426741738556483,377.08247737236394
2023-08-31,Product A,South,David Wilson,20,321.70549718675215,6434.109943735043
2023-12-31,Product D,East,David Wilson,18,498.43577921263847,8971.844025827493
2023-08-17,Product D,North,David Wilson,21,203.45556861034547,4272.566940817254
2023-11-16,Product A,South,Alice Johnson,35,367.46549676845484,12861.292386895919
2023-06-26,Product A,North,Alice Johnson,8,416.4201465126501,3331.3611721012007
2023-04-15,Product C,East,Alice Johnson,30,68.67592636526062,2060.2777909578185
2023-10-16,Product B,North,Bob Smith,25,472.22195481833336,11805.548870458333
2023-12-12,Product D,Central,Carol Davis,8,253.8073808604757,2030.4590468838055
2023-10-10,Product B,East,Alice Johnson,8,221.89421169108647,1775.1536935286917
2023-03-09,Product E,South,Eva Brown,1,38.5548977646815,38.5548977646815
2023-03-04,Product A,North,Bob Smith,17,14.409342068795329,244.9588151695206
2023-07-11,Product D,Central,David Wilson,2,327.570042357925,655.14008471585
2023-06-01,Product E,East,Carol Davis,22,161.82508720910715,3560.1519186003575
2023-10-24,Product C,West,Alice Johnson,28,231.6338771751544,6485.748560904323
2023-12-17,Product D,South,Eva Brown,29,31.39385506937418,910.4217970118513
2023-10-21,Product A,West,Eva Brown,14,479.9218462267533,6718.905847174547
2023-11-26,Product D,South,Alice Johnson,10,268.7432500118617,2687.4325001186166
2023-09-10,Product D,Central,Carol Davis,43,103.72591180832455,4460.214207757956
2023-11-04,Product E,West,David Wilson,47,42.256623247945356,1986.0612926534318
2023-12-28,Product E,West,Eva Brown,40,271.6776954702817,10867.10781881127
2023-08-06,Product A,North,Alice Johnson,43,378.64423720916363,16281.702199994037
2023-08-30,Product B,South,Carol Davis,45,316.8670445845891,14259.01700630651
2023-11-23,Product A,Central,Bob Smith,3,331.53946038306725,994.6183811492017
2023-10-04,Product D,South,Alice Johnson,35,316.7880699736529,11087.582449077852
2023-04-06,Product E,Central,Alice Johnson,32,387.2870729212345,12393.186333479503
2023-08-13,Product D,Central,Bob Smith,15,413.15251908584264,6197.287786287639
2023-04-17,Product D,North,Eva Brown,20,367.64566767476293,7352.913353495259
2023-01-26,Product B,West,Eva Brown,9,309.401471655543,2784.613244899887
2023-11-05,Product C,West,Bob Smith,24,453.43132128325783,10882.351710798188
2023-10-26,Product D,East,Carol Davis,21,377.3656159239362,7924.677934402661
2023-07-30,Product B,Central,David Wilson,46,387.51452336824514,17825.668074939276
2023-12-22,Product B,Central,Alice Johnson,4,210.68485435862954,842.7394174345181
2023-03-02,Product C,Central,David Wilson,10,244.2197770766126,2442.197770766126
2023-11-19,Product B,North,Alice Johnson,49,134.83611730102382,6606.969747750167
2023-07-19,Product C,East,Alice Johnson,18,257.4170740038061,4633.50733206851
2023-07-08,Product C,West,Alice Johnson,37,385.4169797755612,14260.428251695763
2023-01-08,Product B,East,Bob Smith,39,264.0158170502019,10296.616864957874
2023-11-30,Product A,North,Carol Davis,30,250.44022950422217,7513.206885126665
2023-08-11,Product C,West,Bob Smith,39,233.59524206997156,9110.21444072889
2023-01-23,Product E,North,David Wilson,27,287.2161802100615,7754.836865671661
2023-11-09,Product A,West,Carol Davis,47,473.57705285372737,22258.121484125186
2023-04-20,Product E,East,David Wilson,45,484.30520041727823,21793.73401877752
2023-12-14,Product E,North,Bob Smith,4,289.0434921848753,1156.173968739501
2023-10-01,Product C,North,Eva Brown,39,32.57389314097912,1270.3818324981858
2023-11-25,Product C,West,David Wilson,3,350.98197144055763,1052.945914321673
2023-09-27,Product B,North,Bob Smith,24,391.98090570967827,9407.54173703228
2023-07-18,Product D,South,Carol Davis,37,33.059986959704226,1223.2195175090565
2023-04-01,Product B,North,David Wilson,29,225.70864586552094,6545.550730100107
2023-08-23,Product B,East,Bob Smith,17,34.748660707818246,590.7272320329101
2023-04-21,Product B,Central,Eva Brown,9,135.5832639309166,1220.2493753782492
2023-03-11,Product A,Central,Eva Brown,47,33.79573441487423,1588.399517499089
2023-05-08,Product B,Central,Bob Smith,36,70.40912445168226,2534.7284802605614
2023-03-05,Product B,South,Bob Smith,17,157.7135313412273,2681.1300328008642
2023-03-01,Product E,North,Alice Johnson,47,332.92699373851065,15647.56870571
2023-01-25,Product B,Central,Carol Davis,28,315.04920414442574,8821.37771604392
2023-10-24,Product A,North,Alice Johnson,47,281.86464028662004,13247.638093471141
2023-09-25,Product E,North,Alice Johnson,25,324.9605095293339,8124.012738233347
2023-08-22,Product C,North,Carol Davis,43,188.41931785233766,8102.030667650519
2023-01-02,Product A,North,David Wilson,46,144.60546607550037,6651.851439473017
2023-09-30,Product A,West,David Wilson,20,135.7734899086291,2715.469798172582
2023-02-12,Product A,South,David Wilson,17,25.294644565986303,430.00895762176714
2023-02-15,Product B,North,Carol Davis,20,42.53862319564371,850.7724639128742
2023-05-05,Product B,North,Alice Johnson,22,123.958356385846,2727.083840488612
2023-03-30,Product D,Central,Carol Davis,27,373.9873254681882,10097.657787641081
2023-03-02,Product B,East,David Wilson,46,292.3180716147234,13446.631294277277
2023-06-09,Product A,East,Eva Brown,35,264.0615577216978,9242.154520259422
2023-02-15,Product E,South,David Wilson,27,105.57681389581803,2850.573975187087
2023-06-08,Product C,West,David Wilson,17,261.1623458028637,4439.759878648682
2023-08-15,Product A,Central,Carol Davis,48,470.9135996011958,22603.8527808574
2023-02-06,Product A,East,David Wilson,16,276.78605275309263,4428.576844049482
2023-08-16,Product C,South,Alice Johnson,45,361.1921070261445,16253.644816176504
2023-02-27,Product D,North,David Wilson,36,201.14215900230468,7241.117724082968
2023-11-18,Product A,Central,Eva Brown,9,293.77360397717405,2643.9624357945663
2023-07-08,Product C,South,Bob Smith,44,156.04821017945667,6866.121247896093
2023-05-06,Product B,Central,Alice Johnson,17,48.561860845745535,825.5516343776741
2023-07-14,Product D,Central,Carol Davis,7,53.71886234804691,376.0320364363284
2023-02-23,Product B,Central,Bob Smith,11,148.61409579531895,1634.7550537485083
2023-03-21,Product C,North,Eva Brown,48,407.0269739534706,19537.29474976659
2023-02-16,Product D,Central,Carol Davis,16,89.6242235824763,1433.9875773196209
2023-05-03,Product B,East,Alice Johnson,9,42.144374823064474,379.2993734075803
2023-04-05,Product D,Central,Carol Davis,36,261.45330800197655,9412.319088071155
2023-09-16,Product B,North,Alice Johnson,39,217.85067731552834,8496.176415305605
2023-11-07,Product E,West,Alice Johnson,21,159.3707029355708,3346.7847616469867
2023-02-21,Product B,East,David Wilson,3,99.08614817680538,297.2584445304161
2023-10-27,Product B,Central,David Wilson,28,213.72965248492923,5984.430269578019
2023-02-20,Product E,West,Alice Johnson,44,161.71958690139442,7115.661823661355
2023-06-24,Product B,South,Alice Johnson,35,99.86862081877244,3495.4017286570356
2023-07-05,Product C,West,Alice Johnson,3,265.0234851482977,795.0704554448931
2023-10-12,Product A,North,David Wilson,29,323.23881275886777,9373.925570007164
2023-08-29,Product B,East,Alice Johnson,22,388.3238667018297,8543.125067440253
2023-12-07,Product A,West,Eva Brown,37,66.97410334351153,2478.0418237099266
2023-08-01,Product B,North,Bob Smith,35,341.71860863240397,11960.15130213414
2023-09-24,Product A,Central,David Wilson,3,208.3058784212934,624.9176352638801
2023-03-02,Product C,North,Alice Johnson,14,451.70894647380595,6323.925250633283
2023-12-19,Product E,North,David Wilson,38,352.1051917503035,13379.997286511532
2023-06-10,Product E,Central,Alice Johnson,48,205.1426150830723,9846.84552398747
2023-07-24,Product D,South,Bob Smith,41,437.0604096645414,17919.476796246196
2023-07-06,Product B,West,Bob Smith,49,225.33803343563665,11041.563638346195
2023-03-28,Product E,Central,Alice Johnson,34,216.23929909202073,7352.136169128705
2023-03-10,Product C,Central,David Wilson,7,63.58439252364464,445.0907476655125
2023-07-08,Product D,South,Eva Brown,7,256.77376960706465,1797.4163872494526
2023-04-23,Product D,Central,David Wilson,4,418.11786149474244,1672.4714459789698
2023-05-01,Product E,South,Bob Smith,26,343.91545655838326,8941.801870517964
2023-02-08,Product B,North,Alice Johnson,8,420.0946380938656,3360.757104750925
2023-06-22,Product B,South,David Wilson,42,127.2134331367672,5342.964191744222
2023-08-22,Product A,East,David Wilson,26,257.8465190702416,6704.009495826282
2023-06-28,Product B,Central,Carol Davis,34,296.8339571675686,10092.354543697333
2023-05-21,Product B,Central,Carol Davis,25,120.04536750041153,3001.134187510288
2023-07-22,Product A,Central,David Wilson,8,208.28033340778958,1666.2426672623167
2023-01-09,Product A,North,Alice Johnson,2,388.17364014349045,776.3472802869809
2023-01-20,Product B,North,Bob Smith,29,32.87556175064414,953.39129076868
2023-03-30,Product D,West,Carol Davis,23,473.38003315489425,10887.740762562567
2023-06-03,Product D,North,Eva Brown,45,341.06559129379536,15347.951608220792
2023-06-22,Product D,South,Carol Davis,37,65.55967682076054,2425.70804236814
2023-10-16,Product E,West,Carol Davis,24,417.79716228713636,10027.131894891272
2023-02-26,Product D,South,Carol Davis,20,314.9351522517904,6298.703045035808
2023-02-02,Product B,West,Carol Davis,28,360.04990539827327,10081.397351151652
2023-12-02,Product C,West,Alice Johnson,48,191.84198463877408,9208.415262661156
2023-10-05,Product A,North,Alice Johnson,27,271.9317269304592,7342.156627122398
2023-10-28,Product B,Central,Carol Davis,33,46.346335841212984,1529.4290827600285
2023-01-06,Product A,Central,Carol Davis,16,448.43337363612255,7174.933978177961
2023-12-04,Product A,East,Eva Brown,8,15.772139380454586,126.17711504363669
2023-01-25,Product B,Central,Carol Davis,18,395.3976846807597,7117.158324253674
2023-04-05,Product A,South,Eva Brown,39,102.0727585112241,3980.8375819377397
2023-12-02,Product A,East,Eva Brown,48,451.9388928405626,21693.066856347003
2023-02-07,Product C,West,Eva Brown,16,34.792458301525045,556.6793328244007
2023-08-17,Product C,North,Eva Brown,8,341.43079524690586,2731.446361975247
2023-09-25,Product A,East,Carol Davis,33,261.58290359165187,8632.235818524512
2023-02-19,Product D,North,Alice Johnson,18,451.5770353765042,8128.386636777076
2023-02-08,Product C,West,Eva Brown,17,268.3866430039312,4562.572931066831
2023-02-15,Product C,Central,Carol Davis,23,461.80391304228255,10621.489999972498
2023-08-30,Product E,Central,Carol Davis,10,230.51187736862326,2305.1187736862325
2023-09-29,Product A,South,Eva Brown,22,347.68024492036545,7648.96538824804
2023-08-03,Product D,North,Alice Johnson,2,391.7126430227785,783.425286045557
2023-06-27,Product E,East,Carol Davis,13,407.8354663303533,5301.8610622945935
2023-07-12,Product A,West,David Wilson,13,363.4307617971751,4724.599903363276
2023-02-10,Product C,Central,Eva Brown,17,165.13304960117884,2807.26184322004
2023-09-19,Product A,East,Eva Brown,2,419.5337047187546,839.0674094375092
2023-10-20,Product E,Central,Eva Brown,47,442.5898804322588,20801.724380316162
2023-07-29,Product D,South,Bob Smith,31,266.13803224785875,8250.278999683622
2023-09-18,Product E,North,Carol Davis,3,269.639056503921,808.917169511763
2023-06-12,Product C,Central,Bob Smith,11,93.00428481947348,1023.0471330142083
2023-11-12,Product A,Central,Bob Smith,28,441.7415226947173,12368.762635452083
2023-05-27,Product C,West,Carol Davis,15,72.15352417737262,1082.3028626605892
2023-08-23,Product C,Central,Bob Smith,16,178.5500217950214,2856.8003487203423
2023-03-25,Product E,North,Eva Brown,37,26.43747699195733,978.1866487024212
2023-03-28,Product D,West,Carol Davis,47,13.197451110154626,620.2802021772674
2023-07-30,Product A,Central,Eva Brown,14,224.21430428448681,3139.0002599828154
2023-10-29,Product B,Central,Carol Davis,6,461.93080998695655,2771.5848599217393
2023-12-31,Product E,Central,Carol Davis,19,96.93064035937935,1841.6821668282078
2023-01-22,Product E,South,Carol Davis,17,467.50266400513823,7947.54528808735
2023-04-17,Product D,West,Carol Davis,8,198.72968760854485,1589.8375008683588
2023-12-02,Product E,Central,Bob Smith,19,335.9836897560863,6383.690105365639
2023-09-27,Product D,Central,Bob Smith,31,157.60333444901502,4885.703367919466
2023-10-15,Product B,North,Bob Smith,25,32.75249118657803,818.8122796644507
2023-07-08,Product B,South,Alice Johnson,36,87.55869484269309,3152.113014336951
2023-05-17,Product D,North,David Wilson,38,131.13097613204962,4982.977093017886
2023-11-13,Product A,Central,Bob Smith,6,284.14287713360966,1704.857262801658
2023-03-21,Product E,East,David Wilson,7,316.1033280092379,2212.723296064665
2023-10-15,Product C,North,Eva Brown,47,175.98745306510855,8271.410294060102
2023-01-29,Product A,Central,Eva Brown,35,22.61378077613594,791.4823271647579
2023-04-11,Product C,Central,Eva Brown,10,233.19583065741793,2331.9583065741795
2023-11-24,Product D,North,David Wilson,47,472.92753930300375,22227.59434724118
2023-06-23,Product C,Central,Eva Brown,21,294.8981984858527,6192.862168202906
2023-02-02,Product D,South,Carol Davis,27,366.2942864721445,9889.945734747902
2023-08-15,Product D,North,David Wilson,23,139.10198838998562,3199.3457329696694
2023-05-24,Product E,North,Bob Smith,13,165.99249084664532,2157.902381006389
2023-11-21,Product E,West,David Wilson,30,258.16362474789184,7744.908742436755
2023-06-04,Product C,South,Alice Johnson,39,37.69268849041109,1470.0148511260327
2023-11-12,Product B,North,Alice Johnson,31,262.81348047745746,8147.2178948011815
2023-12-19,Product E,East,Carol Davis,32,477.0862176028041,15266.75896328973
2023-08-14,Product B,Central,Carol Davis,30,465.49571635280876,13964.871490584263
2023-09-24,Product E,West,Alice Johnson,4,56.57770304795657,226.31081219182627
2023-06-09,Product D,South,David Wilson,38,268.83103778630687,10215.579435879661
2023-06-24,Product A,East,Eva Brown,22,349.01331499881377,7678.292929973903
2023-07-25,Product A,East,Bob Smith,13,42.947910685497945,558.3228389114732
2023-04-21,Product E,East,Bob Smith,7,457.2658188393974,3200.8607318757818
2023-06-18,Product B,North,David Wilson,40,261.0271768485786,10441.087073943145
2023-06-14,Product B,South,Eva Brown,40,76.8218414644346,3072.873658577384
2023-04-17,Product B,South,Eva Brown,44,207.11463604140243,9113.043985821707
2023-08-08,Product D,South,Bob Smith,18,492.37655725585046,8862.778030605308
2023-05-15,Product B,East,Alice Johnson,40,447.11643203587414,17884.657281434964
2023-07-13,Product E,South,David Wilson,22,327.1389188649492,7197.0562150288815
2023-09-01,Product B,East,Bob Smith,17,261.1661125349301,4439.823913093812
2023-01-31,Product E,East,Carol Davis,18,165.13519306543233,2972.433475177782
2023-11-14,Product A,North,Carol Davis,35,226.3516650856595,7922.308277998082
2023-02-04,Product D,Central,Alice Johnson,12,136.27086761269805,1635.2504113523767
2023-11-04,Product C,South,Alice Johnson,19,141.86867879262508,2695.5048970598764
2023-11-29,Product D,North,Carol Davis,29,73.87232306024796,2142.297368747191
2023-08-03,Product D,East,Carol Davis,3,221.7844619166615,665.3533857499846
2023-05-15,Product A,North,Alice Johnson,29,228.91721888944355,6638.599347793863
2023-08-23,Product E,West,Alice Johnson,7,358.91527620148594,2512.4069334104015
2023-02-20,Product A,West,Carol Davis,1,61.84217611782855,61.84217611782855
2023-09-02,Product A,West,David Wilson,5,168.8262351780702,844.131175890351
2023-03-20,Product A,East,Eva Brown,29,499.1290007984348,14474.74102315461
2023-07-26,Product B,North,Alice Johnson,49,81.10173096426063,3973.9848172487705
2023-08-24,Product E,West,Bob Smith,19,146.64724386787282,2786.2976334895834
2023-06-13,Product C,South,Carol Davis,38,269.6064379643265,10245.044642644407
2023-04-05,Product D,East,Bob Smith,7,297.3651610636509,2081.5561274455563
2023-01-24,Product D,West,Eva Brown,44,25.17559567702996,1107.7262097893183
2023-06-07,Product E,South,Carol Davis,26,124.66259070858122,3241.2273584231116
2023-08-10,Product C,Central,Carol Davis,43,458.2803249011722,19706.053970750407
2023-02-18,Product A,North,Eva Brown,41,368.5355836343443,15109.958929008115
2023-05-07,Product E,Central,Carol Davis,27,229.13473298895468,6186.637790701777
2023-02-01,Product D,South,Eva Brown,29,232.09826853767123,6730.849787592466
2023-09-21,Product E,North,Eva Brown,12,308.20574577355507,3698.468949282661
2023-06-27,Product A,South,Bob Smith,3,112.66441991314073,337.99325973942223
2023-07-15,Product A,South,David Wilson,25,362.9312827342238,9073.282068355596
2023-12-28,Product C,Central,Alice Johnson,26,59.95674929433594,1558.8754816527346
2023-10-06,Product D,West,Eva Brown,2,349.819820152697,699.639640305394
2023-05-10,Product A,West,Alice Johnson,13,205.4225481927881,2670.493126506245
2023-08-24,Product B,South,David Wilson,21,111.03656883504911,2331.767945536031
2023-10-06,Product C,West,Bob Smith,29,232.66693638817515,6747.34115525708
2023-06-11,Product E,West,Eva Brown,8,412.6081736012355,3300.865388809884
2023-12-30,Product B,East,Bob Smith,29,438.46313155627445,12715.430815131958
2023-01-21,Product C,South,Bob Smith,27,486.79222126193895,13143.389974072352
2023-05-25,Product A,South,Bob Smith,26,355.48100926063574,9242.506240776529
2023-02-02,Product E,East,Alice Johnson,8,358.38409131720465,2867.072730537637
2023-09-06,Product C,North,Alice Johnson,32,456.7029579702987,14614.494655049559
2023-11-15,Product E,West,Alice Johnson,6,99.76714011205108,598.6028406723065
2023-05-13,Product A,West,David Wilson,4,474.84049964246543,1899.3619985698617
2023-09-08,Product E,Central,Alice Johnson,2,245.75158899025436,491.5031779805087
2023-02-18,Product A,West,Bob Smith,23,223.43868742622743,5139.089810803231
2023-10-17,Product A,South,Bob Smith,23,148.42437604427263,3413.7606490182707
2023-07-05,Product B,West,Bob Smith,15,466.2027365577831,6993.0410483667465
2023-07-04,Product C,North,David Wilson,9,372.01267780141296,3348.1141002127165
2023-10-19,Product C,North,Bob Smith,16,443.28013522518756,7092.482163603001
2023-03-18,Product D,Central,Bob Smith,11,166.89124750798712,1835.8037225878584
2023-09-16,Product D,South,Eva Brown,1,131.30660898947448,131.30660898947448
2023-09-07,Product D,North,Carol Davis,4,456.21507775892724,1824.860311035709
2023-04-25,Product A,South,David Wilson,2,317.0627331547571,634.1254663095142
2023-11-02,Product B,East,Bob Smith,17,246.53690986362386,4191.127467681606
2023-11-20,Product C,South,Alice Johnson,19,94.1378945971072,1788.6199973450368
2023-04-22,Product B,Central,Eva Brown,11,492.6256550172056,5418.882205189261
2023-11-20,Product A,Central,Carol Davis,26,421.05507057162947,10947.431834862366
2023-04-10,Product C,South,Alice Johnson,12,308.2000806552474,3698.400967862969
2023-01-05,Product E,West,Eva Brown,4,311.70576618813465,1246.8230647525386
2023-04-03,Product C,South,Bob Smith,42,207.36030583068325,8709.132844888696
2023-09-23,Product A,Central,Bob Smith,6,158.82468729959464,952.9481237975679
2023-07-06,Product A,East,Carol Davis,4,60.54191283039692,242.16765132158767
2023-02-17,Product C,West,Carol Davis,10,436.26548557452685,4362.654855745269
2023-03-11,Product C,East,Eva Brown,19,72.06137769512503,1369.1661762073757
2023-04-05,Product A,North,Alice Johnson,47,54.71331296833356,2571.525709511677
2023-02-23,Product C,East,Eva Brown,1,409.8564161280135,409.8564161280135
2023-10-01,Product B,East,David Wilson,6,491.37137171360763,2948.2282302816457
2023-02-20,Product C,Central,Alice Johnson,47,13.32620527155899,626.3316477632725
2023-09-06,Product C,East,Eva Brown,10,151.5168852775039,1515.1688527750389
2023-04-30,Product A,Central,Eva Brown,10,19.665615766955987,196.6561576695599
2023-11-22,Product A,South,Eva Brown,18,111.56843604937042,2008.2318488886676
2023-08-29,Product E,Central,Carol Davis,32,103.73168678129204,3319.4139770013453
2023-02-04,Product A,South,Eva Brown,13,209.06205702868337,2717.8067413728836
2023-12-12,Product A,North,Alice Johnson,34,438.72030874530896,14916.490497340505
2023-05-08,Product D,Central,Eva Brown,12,195.93607649079775,2351.232917889573
2023-07-31,Product B,East,Bob Smith,47,154.60334149029978,7266.35705004409
2023-10-25,Product E,South,Eva Brown,34,57.833192662222984,1966.3285505155814
2023-02-04,Product A,South,Carol Davis,25,186.1761408148017,4654.403520370042
2023-09-08,Product C,West,Eva Brown,7,400.50427696766644,2803.529938773665
2023-04-03,Product E,East,Eva Brown,4,34.08478807510809,136.33915230043235
2023-08-15,Product A,South,Bob Smith,24,367.9027389120784,8829.665733889882
2023-11-14,Product E,East,Eva Brown,37,299.52724225738666,11082.507963523307
2023-10-18,Product D,West,David Wilson,30,15.228362233019755,456.85086699059264
2023-09-01,Product D,North,Bob Smith,48,133.38920398447453,6402.681791254778
2023-05-15,Product A,Central,Carol Davis,12,20.77339579926857,249.28074959122284
2023-04-18,Product C,South,David Wilson,20,245.26185221696252,4905.23704433925
2023-08-21,Product D,South,Carol Davis,7,75.54274058773106,528.7991841141175
2023-04-03,Product A,West,Bob Smith,19,26.488364465523038,503.2789248449377
2023-09-30,Product A,Central,Alice Johnson,34,174.423028831362,5930.382980266308
2023-09-22,Product C,South,Carol Davis,11,72.50839416849928,797.592335853492
2023-03-02,Product B,South,Eva Brown,12,260.09243346086623,3121.109201530395
2023-01-20,Product B,West,David Wilson,24,102.78682913801276,2466.8838993123063
2023-09-10,Product D,West,Bob Smith,35,478.5050996077608,16747.67848627163
2023-02-23,Product B,South,Alice Johnson,45,396.2548520037065,17831.468340166793
2023-05-17,Product E,West,Alice Johnson,44,384.48528027182925,16917.352331960486
2023-08-31,Product C,East,Carol Davis,23,243.60939899908078,5603.016176978858
2023-03-23,Product B,Central,Bob Smith,18,473.4344766580683,8521.820579845229
2023-09-09,Product C,North,Carol Davis,44,39.01941964433766,1716.8544643508571
2023-11-04,Product A,North,Eva Brown,30,113.35439469219085,3400.6318407657254
2023-12-02,Product D,Central,David Wilson,40,237.64555457523056,9505.822183009222
2023-03-03,Product E,Central,Eva Brown,42,395.0461572797315,16591.938605748725
2023-09-17,Product C,North,Bob Smith,21,394.68521216612123,8288.389455488546
2023-04-17,Product D,Central,Carol Davis,16,239.20153316921397,3827.2245307074236
2023-01-31,Product D,South,David Wilson,14,481.52846175539554,6741.398464575537
2023-04-26,Product A,South,Alice Johnson,12,418.3550359715153,5020.260431658184
2023-08-23,Product A,Central,Eva Brown,6,268.6256081438267,1611.7536488629603
2023-09-06,Product A,West,Eva Brown,21,354.9175788027728,7453.26915485823
2023-12-14,Product A,West,Alice Johnson,14,229.92752965851778,3218.985415219249
2023-03-06,Product E,West,Alice Johnson,15,273.6871631783336,4105.307447675004
2023-08-30,Product B,South,Carol Davis,27,255.11342467364292,6888.062466188359
2023-03-13,Product C,South,Eva Brown,45,297.6950727762584,13396.278274931628
2023-12-09,Product D,North,David Wilson,22,488.0083912202419,10736.184606845321
2023-07-11,Product E,North,David Wilson,46,306.94735121492715,14119.57815588665
2023-10-07,Product C,East,David Wilson,9,41.62258308389136,374.6032477550222
2023-06-13,Product C,Central,Eva Brown,42,426.4939206528151,17912.744667418236
2023-01-14,Product E,West,Eva Brown,18,259.76435408574696,4675.7583735434455
2023-02-07,Product C,North,David Wilson,44,181.63346162797052,7991.872311630703
2023-08-03,Product C,West,Bob Smith,8,289.63475578526953,2317.0780462821563
2023-07-27,Product A,East,Eva Brown,20,134.284812427274,2685.69624854548
2023-04-06,Product B,East,Bob Smith,36,141.48649772458216,5093.513918084958
2023-01-05,Product E,North,Eva Brown,11,32.666512738029105,359.33164011832014
2023-02-01,Product D,Central,Carol Davis,36,20.845881004453567,750.4517161603284
2023-07-31,Product C,Central,Eva Brown,41,276.03393065889435,11317.391157014668
2023-08-22,Product E,West,Alice Johnson,46,492.6294051166572,22660.952635366233
2023-06-25,Product A,South,Alice Johnson,13,473.0425449223631,6149.553083990721
2023-02-25,Product A,South,Carol Davis,24,478.8391885895301,11492.140526148723
2023-01-08,Product E,Central,Alice Johnson,14,497.8460588837179,6969.84482437205
2023-11-05,Product C,East,Alice Johnson,44,148.14907332746165,6518.5592264083125
2023-01-12,Product D,Central,Carol Davis,29,341.78211943617634,9911.681463649114
2023-10-05,Product A,South,Eva Brown,39,478.5483750853776,18663.386628329725
2023-10-28,Product E,West,Alice Johnson,24,466.7456185451587,11201.894845083809
2023-01-13,Product C,West,Eva Brown,7,384.3780433520612,2690.6463034644285
2023-03-17,Product D,West,Eva Brown,40,450.3221050623007,18012.884202492027
2023-09-02,Product E,East,Alice Johnson,34,497.20111302291895,16904.837842779245
2023-10-04,Product A,North,Alice Johnson,3,218.00148801150223,654.0044640345067
2023-12-01,Product B,Central,Carol Davis,6,10.201041825195688,61.20625095117413
2023-03-01,Product E,North,Eva Brown,11,359.17468957621264,3950.921585338339
2023-06-19,Product E,West,Eva Brown,21,462.41675905226543,9710.751940097574
2023-01-15,Product E,Central,Carol Davis,12,217.95061885553008,2615.4074262663607
2023-02-06,Product B,South,Alice Johnson,27,392.8645470136482,10607.3427693685
2023-05-29,Product A,Central,Carol Davis,49,209.23686799258687,10252.606531636757
2023-10-20,Product A,South,David Wilson,14,444.9059051899337,6228.682672659072
2023-03-25,Product B,West,Alice Johnson,24,410.30926682318847,9847.422403756524
2023-10-13,Product C,West,David Wilson,15,193.08864522276227,2896.329678341434
2023-08-09,Product D,Central,Eva Brown,43,327.6224969497924,14087.767368841072
2023-10-04,Product B,West,Bob Smith,4,388.29557512645385,1553.1823005058154
2023-04-03,Product A,Central,David Wilson,9,331.5115850052467,2983.60426504722
2023-04-30,Product D,East,Carol Davis,7,48.801340463226666,341.60938324258666
2023-09-17,Product E,Central,Carol Davis,41,476.79464409242206,19548.580407789304
2023-02-10,Product D,South,Carol Davis,21,141.3256352546027,2967.838340346657
2023-09-02,Product B,West,Eva Brown,9,40.15608672607006,361.4047805346305
2023-01-26,Product B,East,Carol Davis,9,61.89868791809902,557.0881912628912
2023-02-18,Product A,South,Alice Johnson,41,261.40783700034444,10717.721317014122
